"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","25","Conan Ledesma","Goalkeeper",1993-02-13,31,"Argentina",NA,"1.83","right","2024-07-06","Cádiz CF","2028-12-31",4500000,"https://www.transfermarkt.com/conan-ledesma/profil/spieler/284342"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","1","Franco Armani","Goalkeeper",1986-10-16,38,"Argentina",NA,"1.89","right","2018-01-03","Atlético Nacional","2026-12-31",9e+05,"https://www.transfermarkt.com/franco-armani/profil/spieler/119634"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","28","Lucas Martínez Quarta","Centre-Back",1996-05-10,28,"Argentina",NA,"1.83","right","2025-01-15","ACF Fiorentina","2028-12-31",1e+07,"https://www.transfermarkt.com/lucas-martinez-quarta/profil/spieler/373373"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","17","Paulo Díaz","Centre-Back",1994-08-25,30,"Chile",NA,"1.78","right","2019-08-01","Al-Ahli SFC","2027-12-31",5500000,"https://www.transfermarkt.com/paulo-diaz/profil/spieler/271478"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","2","Federico Gattoni","Centre-Back",1999-02-16,25,"Argentina",NA,"1.83","right","2024-07-03","Sevilla FC","2025-06-30",3e+06,"https://www.transfermarkt.com/federico-gattoni/profil/spieler/660735"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","6","Germán Pezzella","Centre-Back",1991-06-27,33,"Argentina",NA,"1.87","right","2024-08-05","Real Betis Balompié","2027-12-31",2700000,"https://www.transfermarkt.com/german-pezzella/profil/spieler/113133"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","14","Leandro González Pírez","Centre-Back",1992-02-26,32,"Argentina",NA,"1.85","right","2024-01-01","Inter Miami CF","2025-12-31",8e+05,"https://www.transfermarkt.com/leandro-gonzalez-pirez/profil/spieler/113130"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","3","Ramiro Funes Mori","Centre-Back",1991-03-05,33,"Argentina",NA,"1.87","left","2023-07-18","CD Cruz Azul","2026-12-31",2e+05,"https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","21","Marcos Acuña","Left-Back",1991-10-28,33,"Argentina",NA,"1.72","left","2024-08-20","Sevilla FC","2027-12-31",3500000,"https://www.transfermarkt.com/marcos-acuna/profil/spieler/60410"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","20","Milton Casco","Left-Back",1988-04-11,36,"Argentina",NA,"1.7","right","2015-09-10","CA Newell's Old Boys","2025-12-31",150000,"https://www.transfermarkt.com/milton-casco/profil/spieler/115183"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","16","Fabricio Bustos","Right-Back",1996-04-28,28,"Argentina",NA,"1.67","right","2024-08-09","Sport Club Internacional","2027-12-31",6500000,"https://www.transfermarkt.com/fabricio-bustos/profil/spieler/275381"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","4","Gonzalo Montiel","Right-Back",1997-01-01,28,"Argentina",NA,"1.75","right","2025-01-20","Sevilla FC","2028-12-31",5e+06,"https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","23","Rodrigo Villagra","Defensive Midfield",2001-02-14,23,"Argentina",NA,"1.78","right","2024-02-03","CA Talleres","2027-12-31",5500000,"https://www.transfermarkt.com/rodrigo-villagra/profil/spieler/657220"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","5","Matías Kranevitter","Defensive Midfield",1993-05-21,31,"Argentina",NA,"1.79","right","2023-01-01","CF Monterrey","2025-12-31",1200000,"https://www.transfermarkt.com/matias-kranevitter/profil/spieler/240900"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","24","Enzo Pérez","Defensive Midfield",1986-02-22,38,"Argentina",NA,"1.78","right","2025-01-03","Club Estudiantes de La Plata","2025-12-31",450000,"https://www.transfermarkt.com/enzo-perez/profil/spieler/56066"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","34","Giuliano Galoppo","Central Midfield",1999-06-18,25,"Argentina",NA,"1.79","right","2025-01-07","São Paulo Futebol Clube","2025-12-31",5e+06,"https://www.transfermarkt.com/giuliano-galoppo/profil/spieler/567249"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","29","Rodrigo Aliendro","Central Midfield",1991-02-16,33,"Argentina",NA,"1.73","right","2022-06-27","CA Colón","2026-12-31",1e+06,"https://www.transfermarkt.com/rodrigo-aliendro/profil/spieler/424045"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","31","Santiago Simón","Right Midfield",2002-06-13,22,"Argentina",NA,"1.81","right","2021-07-01","CA River Plate II","2026-12-31",5500000,"https://www.transfermarkt.com/santiago-simon/profil/spieler/661131"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","-","Tomás Castro Ponce","Right Midfield",2001-03-03,23,"Argentina",NA,"1.86","right","2023-01-01","CA River Plate II","2025-12-31",1e+05,"https://www.transfermarkt.com/tomas-castro-ponce/profil/spieler/836491"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","30","Franco Mastantuono","Attacking Midfield",2007-08-14,17,"Argentina",NA,"1.77","left","2024-01-01","CA River Plate U20","2026-12-31",1.5e+07,"https://www.transfermarkt.com/franco-mastantuono/profil/spieler/1057316"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","15","Sebastián Driussi","Attacking Midfield",1996-02-09,28,"Argentina",NA,"1.79","both","2025-01-17","Austin FC","2028-12-31",6e+06,"https://www.transfermarkt.com/sebastian-driussi/profil/spieler/294853"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","7","Matías Rojas","Attacking Midfield",1995-11-03,29,"Paraguay",NA,"1.8","left","2025-01-03","Inter Miami CF","2025-12-31",4e+06,"https://www.transfermarkt.com/matias-rojas/profil/spieler/417327"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","18","Gonzalo Martínez","Attacking Midfield",1993-06-13,31,"Argentina",NA,"1.72","left","2023-08-24","Al-Nassr FC","2025-12-31",2e+06,"https://www.transfermarkt.com/gonzalo-martinez/profil/spieler/281405"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","10","Manuel Lanzini","Attacking Midfield",1993-02-15,31,"Argentina",NA,"1.7","right","2023-08-02","West Ham United","2025-12-31",1800000,"https://www.transfermarkt.com/manuel-lanzini/profil/spieler/135853"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","26","Nacho Fernández","Attacking Midfield",1990-01-12,35,"Argentina",NA,"1.82","left","2023-01-01","Clube Atlético Mineiro","2025-12-31",1300000,"https://www.transfermarkt.com/nacho-fernandez/profil/spieler/50669"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","36","Pablo Solari","Right Winger",2001-03-22,23,"Argentina",NA,"1.78","right","2022-07-18","CSD Colo-Colo","2027-12-31",7e+06,"https://www.transfermarkt.com/pablo-solari/profil/spieler/756991"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","8","Maximiliano Meza","Right Winger",1992-12-15,32,"Argentina",NA,"1.81","right","2024-08-15","CF Monterrey","2026-12-31",4e+06,"https://www.transfermarkt.com/maximiliano-meza/profil/spieler/282476"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","19","Gonzalo Tapia","Right Winger",2002-02-18,22,"Chile",NA,"1.79","right","2025-01-03","CD Universidad Católica","2028-12-31",2e+06,"https://www.transfermarkt.com/gonzalo-tapia/profil/spieler/662739"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","38","Ian Subiabre","Right Winger",2007-01-01,18,"Argentina",NA,"1.71","left","2024-01-01","CA River Plate U20","2026-12-31",1200000,"https://www.transfermarkt.com/ian-subiabre/profil/spieler/1074969"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","11","Facundo Colidio","Centre-Forward",2000-01-04,25,"Argentina",NA,"1.8","right","2023-07-21","Inter Milan","2025-12-31",6e+06,"https://www.transfermarkt.com/facundo-colidio/profil/spieler/491705"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","9","Miguel Borja","Centre-Forward",1993-01-26,32,"Colombia",NA,"1.84","right","2022-07-12","Junior FC","2025-12-31",4500000,"https://www.transfermarkt.com/miguel-borja/profil/spieler/211397"
"Torneo Apertura",NA,"Argentina",2024,"CA River Plate","32","Agustín Ruberto","Centre-Forward",2006-01-14,19,"Argentina",NA,"1.83","right","2024-01-01","CA River Plate II","2027-12-31",3e+06,"https://www.transfermarkt.com/agustin-ruberto/profil/spieler/1000688"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","12","Leandro Brey","Goalkeeper",2002-09-21,22,"Argentina",NA,"1.91","right","2022-02-08","CA Los Andes","2027-12-31",2e+06,"https://www.transfermarkt.com/leandro-brey/profil/spieler/982633"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","25","Agustín Marchesín","Goalkeeper",1988-03-16,36,"Argentina",NA,"1.88","right","2025-01-21","Grêmio Foot-Ball Porto Alegrense","2026-12-31",7e+05,"https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","1","Sergio Romero","Goalkeeper",1987-02-22,37,"Argentina",NA,"1.92","right","2022-08-08","Venezia FC","2025-12-31",3e+05,"https://www.transfermarkt.com/sergio-romero/profil/spieler/30690"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","13","Javier García","Goalkeeper",1987-01-29,38,"Argentina",NA,"1.8","right","2020-08-20","Racing Club","2025-12-31",25000,"https://www.transfermarkt.com/javier-garcia/profil/spieler/7966"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","32","Ayrton Costa","Centre-Back",1999-07-12,25,"Argentina",NA,"1.79","left","2025-01-16","Royal Antwerp FC","2028-12-31",3e+06,"https://www.transfermarkt.com/ayrton-costa/profil/spieler/842910"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","4","Nicolás Figal","Centre-Back",1994-04-03,30,"Argentina",NA,"1.8","right","2022-01-24","Inter Miami CF","2027-12-31",1800000,"https://www.transfermarkt.com/nicolas-figal/profil/spieler/334055"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","40","Lautaro Di Lollo","Centre-Back",2004-03-10,20,"Argentina",NA,"1.87","right","2024-01-01","CA Boca Juniors II","2028-12-31",1e+06,"https://www.transfermarkt.com/lautaro-di-lollo/profil/spieler/1019744"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","2","Cristian Lema","Centre-Back",1990-03-24,34,"Argentina",NA,"1.91","right","2024-01-08","CA Lanús","2025-12-31",7e+05,"https://www.transfermarkt.com/cristian-lema/profil/spieler/147128"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","6","Marcos Rojo","Centre-Back",1990-03-20,34,"Argentina",NA,"1.86","left","2021-02-02","Manchester United","2025-12-31",5e+05,"https://www.transfermarkt.com/marcos-rojo/profil/spieler/93176"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","23","Lautaro Blanco","Left-Back",1999-02-19,25,"Argentina",NA,"1.76","left","2024-01-31","Elche CF","2028-12-31",3800000,"https://www.transfermarkt.com/lautaro-blanco/profil/spieler/831161"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","3","Marcelo Saracchi","Left-Back",1998-04-23,26,"Uruguay",NA,"1.72","left","2023-08-02","Levante UD","2027-12-31",1800000,"https://www.transfermarkt.com/marcelo-saracchi/profil/spieler/373916"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","18","Frank Fabra","Left-Back",1991-02-22,33,"Colombia",NA,"1.74","left","2016-01-22","Independiente Medellín","2025-12-31",250000,"https://www.transfermarkt.com/frank-fabra/profil/spieler/156561"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","24","Juan Barinaga","Right-Back",2000-10-10,24,"Argentina",NA,"1.76","right","2024-08-30","Club Atlético Belgrano","2028-12-31",4e+06,"https://www.transfermarkt.com/juan-barinaga/profil/spieler/701491"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","42","Lucas Blondel","Right-Back",1996-09-14,28,"Argentina",NA,"1.78","right","2023-07-20","Club Atlético Tigre","2027-12-31",2200000,"https://www.transfermarkt.com/lucas-blondel/profil/spieler/503348"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","17","Luis Advíncula","Right-Back",1990-03-02,34,"Peru",NA,"1.78","right","2021-07-31","Rayo Vallecano","2026-12-31",5e+05,"https://www.transfermarkt.com/luis-advincula/profil/spieler/103890"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","30","Tomás Belmonte","Defensive Midfield",1998-05-27,26,"Argentina",NA,"1.81","right","2024-07-01","Deportivo Toluca","2028-12-31",5e+06,"https://www.transfermarkt.com/tomas-belmonte/profil/spieler/483446"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","14","Ignacio Miramón","Defensive Midfield",2003-06-12,21,"Argentina",NA,"1.73","right","2024-08-14","LOSC Lille","2025-12-31",2500000,"https://www.transfermarkt.com/ignacio-miramon/profil/spieler/836518"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","5","Rodrigo Battaglia","Defensive Midfield",1991-07-12,33,"Argentina",NA,"1.87","right","2025-01-21","Clube Atlético Mineiro","2027-12-31",1e+06,"https://www.transfermarkt.com/rodrigo-battaglia/profil/spieler/89297"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","36","Esteban Rolón","Defensive Midfield",1995-03-25,29,"Argentina",NA,"1.75","right","2021-07-01","CA Huracán","2025-12-31",750000,"https://www.transfermarkt.com/esteban-rolon/profil/spieler/399887"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","43","Milton Delgado","Defensive Midfield",2005-06-16,19,"Argentina",NA,"1.66","right","2024-01-01","CA Boca Juniors II","2028-12-31",5e+05,"https://www.transfermarkt.com/milton-delgado/profil/spieler/1236677"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","38","Camilo Rey Domenech","Defensive Midfield",2006-03-10,18,"Argentina",NA,"1.78","right",NA,NA,"2029-12-31",NA,"https://www.transfermarkt.com/camilo-rey-domenech/profil/spieler/1000671"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","15","Williams Alarcón","Central Midfield",2000-11-29,24,"Chile",NA,"1.82","right","2025-01-27","CA Huracán","2028-12-31",6500000,"https://www.transfermarkt.com/williams-alarcon/profil/spieler/599552"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","21","Ander Herrera","Central Midfield",1989-08-14,35,"Spain",NA,"1.82","right","2025-01-17","Athletic Bilbao","2026-12-31",1500000,"https://www.transfermarkt.com/ander-herrera/profil/spieler/99343"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","-","Simón Rivero","Central Midfield",2003-04-16,21,"Argentina",NA,"1.72","left","2024-01-01","CA Boca Juniors II","2026-12-31",8e+05,"https://www.transfermarkt.com/simon-rivero/profil/spieler/912009"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","8","Carlos Palacios","Attacking Midfield",2000-07-20,24,"Chile",NA,"1.8","right","2025-01-01","CSD Colo-Colo","2029-12-31",3e+06,"https://www.transfermarkt.com/carlos-palacios/profil/spieler/571219"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","19","Agustín Martegani","Attacking Midfield",2000-05-20,24,"Argentina",NA,"1.82","left","2024-07-29","CA San Lorenzo de Almagro","2028-12-31",1700000,"https://www.transfermarkt.com/agustin-martegani/profil/spieler/732507"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","22","Kevin Zenón","Left Winger",2001-07-30,23,"Argentina",NA,"1.77","left","2024-01-22","CA Unión (Santa Fe)","2028-12-31",1e+07,"https://www.transfermarkt.com/kevin-zenon/profil/spieler/829966"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","7","Exequiel Zeballos","Left Winger",2002-04-24,22,"Argentina",NA,"1.7","right","2020-07-01","CA Boca Juniors II","2026-12-31",6e+06,"https://www.transfermarkt.com/exequiel-zeballos/profil/spieler/661132"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","33","Brian Aguirre","Left Winger",2003-01-06,22,"Argentina",NA,"1.78","right","2024-07-07","CA Newell's Old Boys","2028-12-31",6e+06,"https://www.transfermarkt.com/brian-aguirre/profil/spieler/668549"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","20","Alan Velasco","Left Winger",2002-07-27,22,"Argentina",NA,"1.67","right","2025-01-23","FC Dallas","2028-12-31",4e+06,"https://www.transfermarkt.com/alan-velasco/profil/spieler/661154"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","11","Lucas Janson","Left Winger",1994-08-16,30,"Argentina",NA,"1.71","right","2023-07-25","CA Vélez Sarsfield","2027-12-31",1e+06,"https://www.transfermarkt.com/lucas-janson/profil/spieler/238448"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","16","Miguel Merentiel","Centre-Forward",1996-02-24,28,"Uruguay",NA,"1.76","right","2024-01-01","Sociedade Esportiva Palmeiras","2027-12-31",7e+06,"https://www.transfermarkt.com/miguel-merentiel/profil/spieler/481367"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","9","Milton Giménez","Centre-Forward",1996-08-12,28,"Argentina",NA,"1.84","right","2024-07-07","CA Banfield","2027-12-31",3500000,"https://www.transfermarkt.com/milton-gimenez/profil/spieler/730779"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","10","Edinson Cavani","Centre-Forward",1987-02-14,37,"Uruguay",NA,"1.84","right","2023-07-29","Valencia CF","2026-12-31",1e+06,"https://www.transfermarkt.com/edinson-cavani/profil/spieler/48280"
"Torneo Apertura",NA,"Argentina",2024,"CA Boca Juniors","-","Nicolás Orsini","Centre-Forward",1994-09-12,30,"Argentina",NA,"1.87","right","2021-07-01","CA Lanús","2025-12-31",7e+05,"https://www.transfermarkt.com/nicolas-orsini/profil/spieler/289149"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","25","Facundo Cambeses","Goalkeeper",1997-04-09,27,"Argentina",NA,"1.86","right","2024-01-09","CA Banfield","2026-12-31",2200000,"https://www.transfermarkt.com/facundo-cambeses/profil/spieler/435001"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","-","Gastón Gómez","Goalkeeper",1996-03-04,28,"Argentina",NA,"1.9","right","2017-07-01","Racing Club II","2025-12-31",1e+06,"https://www.transfermarkt.com/gaston-gomez/profil/spieler/337627"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","21","Gabriel Arias","Goalkeeper",1987-09-13,37,"Chile",NA,"1.89","right","2018-07-03","Defensa y Justicia","2025-12-31",8e+05,"https://www.transfermarkt.com/gabriel-arias/profil/spieler/54330"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","3","Marco Di Césare","Centre-Back",2002-01-30,23,"Argentina",NA,"1.86","right","2024-01-26","AA Argentinos Juniors","2027-12-31",8e+06,"https://www.transfermarkt.com/marco-di-cesare/profil/spieler/839029"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","13","Santiago Sosa","Centre-Back",1999-05-03,25,"Argentina",NA,"1.82","right","2025-01-20","Atlanta United FC","2027-12-31",7e+06,"https://www.transfermarkt.com/santiago-sosa/profil/spieler/576026"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","23","Nazareno Colombo","Centre-Back",1999-03-20,25,"Argentina",NA,"1.82","right","2023-08-22","Defensa y Justicia","2027-12-31",2500000,"https://www.transfermarkt.com/nazareno-colombo/profil/spieler/688207"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","35","Santiago Quirós","Centre-Back",2003-03-04,21,"Argentina",NA,"1.79","left","2023-07-01","Racing Club II","2026-12-31",1300000,"https://www.transfermarkt.com/santiago-quiros/profil/spieler/961786"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","2","Agustín García Basso","Centre-Back",1992-03-26,32,"Argentina",NA,"1.78","left","2024-01-25","Independiente del Valle","2026-12-31",1e+06,"https://www.transfermarkt.com/agustin-garcia-basso/profil/spieler/269793"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","20","Germán Conti","Centre-Back",1994-06-03,30,"Argentina",NA,"1.93","right","2024-01-24","Lokomotiv Moscow","2025-12-31",350000,"https://www.transfermarkt.com/german-conti/profil/spieler/284321"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","27","Gabriel Rojas","Left-Back",1997-06-22,27,"Argentina",NA,"1.73","left","2023-02-03","Querétaro FC","2026-12-31",3e+06,"https://www.transfermarkt.com/gabriel-rojas/profil/spieler/471639"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","-","Fabián Sánchez","Left-Back",2001-08-17,23,"Argentina",NA,"1.7","left","2022-01-01","Racing Club II","2025-12-31",2e+05,"https://www.transfermarkt.com/fabian-sanchez/profil/spieler/830782"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","-","Fernando Prado","Left-Back",2001-03-21,23,"Uruguay",NA,"1.76","left","2023-01-01","Racing Club II","2026-12-31",50000,"https://www.transfermarkt.com/fernando-prado/profil/spieler/836421"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","15","Gastón Martirena","Right-Back",2000-01-05,25,"Uruguay",NA,"1.74","right","2023-07-31","Liverpool FC Montevideo","2027-12-31",5e+06,"https://www.transfermarkt.com/gaston-martirena/profil/spieler/744324"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","34","Facundo Mura","Right-Back",1999-03-23,25,"Argentina",NA,"1.7","right","2022-01-13","Club Estudiantes de La Plata","2025-12-31",2e+06,"https://www.transfermarkt.com/facundo-mura/profil/spieler/642759"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","36","Bruno Zuculini","Defensive Midfield",1993-04-02,31,"Argentina",NA,"1.82","right","2024-01-09","CA River Plate","2025-12-31",7e+05,"https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","-","Tiago Banega","Defensive Midfield",1999-07-01,25,"Argentina",NA,"1.77","right","2020-01-01","Racing Club II","2025-12-31",125000,"https://www.transfermarkt.com/tiago-banega/profil/spieler/744806"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","5","Juan Ignacio Nardoni","Central Midfield",2002-07-14,22,"Argentina",NA,"1.8","right","2023-01-05","CA Unión (Santa Fe)","2027-12-31",7e+06,"https://www.transfermarkt.com/juan-ignacio-nardoni/profil/spieler/689211"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","32","Agustín Almendra","Central Midfield",2000-02-11,24,"Argentina",NA,"1.82","right","2023-08-14","CA Boca Juniors","2026-12-31",3e+06,"https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","16","Martín Barrios","Central Midfield",1999-01-24,26,"Uruguay",NA,"1.75","right","2024-07-19","Liverpool FC Montevideo","2027-12-31",6e+05,"https://www.transfermarkt.com/martin-barrios/profil/spieler/565981"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","11","Matías Zaracho","Attacking Midfield",1998-03-10,26,"Argentina",NA,"1.71","right","2025-01-17","Clube Atlético Mineiro","2028-12-31",8e+06,"https://www.transfermarkt.com/matias-zaracho/profil/spieler/480774"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","22","Baltasar Rodríguez","Attacking Midfield",2003-07-09,21,"Argentina",NA,"1.73","right","2023-07-01","Racing Club II","2027-12-31",4500000,"https://www.transfermarkt.com/baltasar-rodriguez/profil/spieler/1015246"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","19","Ignacio Rodríguez","Attacking Midfield",2002-02-22,22,"Argentina",NA,"1.76","left","2025-01-17","CA Banfield","2028-12-31",2200000,"https://www.transfermarkt.com/ignacio-rodriguez/profil/spieler/881014"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","24","Adrián Fernández","Attacking Midfield",2001-05-20,23,"Argentina",NA,"1.83","right","2025-01-31","CA San Telmo","2025-12-31",5e+05,"https://www.transfermarkt.com/adrian-fernandez/profil/spieler/877208"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","-","Evelio Cardozo","Left Winger",2001-02-06,24,"Argentina",NA,"1.7","right","2022-01-01","Racing Club II","2025-12-31",250000,"https://www.transfermarkt.com/evelio-cardozo/profil/spieler/652551"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","28","Santiago Solari","Right Winger",1998-01-19,27,"Argentina",NA,"1.78","right","2024-01-06","Defensa y Justicia","2027-12-31",3200000,"https://www.transfermarkt.com/santiago-solari/profil/spieler/866059"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","9","Adrián Martínez","Centre-Forward",1992-07-07,32,"Argentina",NA,"1.76","left","2024-01-06","Instituto ACC","2026-12-31",3500000,"https://www.transfermarkt.com/adrian-martinez/profil/spieler/598769"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","7","Maximiliano Salas","Centre-Forward",1997-12-01,27,"Argentina",NA,"1.74","left","2025-01-01","CD Palestino","2026-12-31",3e+06,"https://www.transfermarkt.com/maximiliano-salas/profil/spieler/442231"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","10","Luciano Vietto","Centre-Forward",1993-12-05,31,"Argentina",NA,"1.73","right","2024-08-31","Al-Qadsiah FC","2026-12-31",2e+06,"https://www.transfermarkt.com/luciano-vietto/profil/spieler/214316"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","77","Adrián Balboa","Centre-Forward",1994-01-19,31,"Uruguay",NA,"1.86","right","2025-01-17","CA Unión (Santa Fe)","2027-12-31",1e+06,"https://www.transfermarkt.com/adrian-balboa/profil/spieler/252209"
"Torneo Apertura",NA,"Argentina",2024,"Racing Club","-","Emiliano Saliadarre","Centre-Forward",2002-05-05,22,"Argentina",NA,"1.78","left","2023-07-01","Racing Club II","2026-12-31",50000,"https://www.transfermarkt.com/emiliano-saliadarre/profil/spieler/1131980"
"Torneo Apertura",NA,"Argentina",2024,"CA Vélez Sarsfield","1","Tomás Marchiori","Goalkeeper",1995-06-20,29,"Argentina",NA,"1.86","right","2024-01-15","Club Atlético Tucumán","2027-12-31",4500000,"https://www.transfermarkt.com/tomas-marchiori/profil/spieler/596909"
"Torneo Apertura",NA,"Argentina",2024,"CA Vélez Sarsfield","12","Randall Rodríguez","Goalkeeper",2003-11-29,21,"Uruguay",NA,"1.89","right","2024-07-31","CA Peñarol","2026-12-31",3e+05,"https://www.transfermarkt.com/randall-rodriguez/profil/spieler/657751"
"Torneo Apertura",NA,"Argentina",2024,"CA Vélez Sarsfield","42","Lautaro Garzón","Goalkeeper",2003-07-30,21,"Argentina",NA,"1.8","right","2024-01-01","CA Vélez Sarsfield II","2027-12-31",175000,"https://www.transfermarkt.com/lautaro-garzon/profil/spieler/1171751"
"Torneo Apertura",NA,"Argentina",2024,"CA Vélez Sarsfield","31","Valentín Gómez","Centre-Back",2003-06-26,21,"Argentina",NA,"1.81","left","2022-01-01","CA Vélez Sarsfield II","2026-12-31",1e+07,"https://www.transfermarkt.com/valentin-gomez/profil/spieler/985383"
