"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","23","Augusto Solari","Right Midfield",1992-01-03,33,"Argentina",NA,"1.78","right","2024-08-12","Atlas Guadalajara","2025-12-31",5e+05,"https://www.transfermarkt.com/augusto-solari/profil/spieler/282694"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","37","Elías Ocampo","Right Midfield",2004-02-26,20,"Argentina",NA,"1.67","right","2024-01-01","CA Rosario Central II","2026-12-31",275000,"https://www.transfermarkt.com/elias-ocampo/profil/spieler/1225845"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","10","Ignacio Malcorra","Attacking Midfield",1987-07-24,37,"Argentina",NA,"1.7","left","2022-06-25","CA Lanús","2025-12-31",4e+05,"https://www.transfermarkt.com/ignacio-malcorra/profil/spieler/87518"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","8","Jonatan Gómez","Attacking Midfield",1989-12-21,35,"Argentina",NA,"1.71","right","2024-02-09","Racing Club","2025-12-31",250000,"https://www.transfermarkt.com/jonatan-gomez/profil/spieler/84377"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","99","Jáminton Campaz","Left Winger",2000-05-24,24,"Colombia",NA,"1.65","left","2024-01-24","Grêmio Foot-Ball Porto Alegrense","2026-12-31",6e+06,"https://www.transfermarkt.com/jaminton-campaz/profil/spieler/491553"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","-","Santiago López","Left Winger",2006-02-09,18,"Argentina",NA,"1.7","right","2025-01-31","CA Independiente",NA,2e+06,"https://www.transfermarkt.com/santiago-lopez/profil/spieler/1000687"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","7","Maximiliano Lovera","Left Winger",1999-03-09,25,"Argentina",NA,"1.7","right","2024-07-01","Olympiacos Piraeus","2027-12-31",7e+05,"https://www.transfermarkt.com/maximiliano-lovera/profil/spieler/441422"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","22","Lautaro Giaccone","Right Winger",2001-02-01,24,"Argentina",NA,"1.72"," ","2022-02-01","CA Rosario Central II","2026-12-31",1500000,"https://www.transfermarkt.com/lautaro-giaccone/profil/spieler/851803"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","27","Gaspar Duarte","Right Winger",2003-01-06,22,"Argentina",NA,NA," ","2024-07-01","CA Rosario Central II","2025-12-31",1e+05,"https://www.transfermarkt.com/gaspar-duarte/profil/spieler/1297988"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","9","Enzo Copetti","Centre-Forward",1996-01-16,29,"Argentina",NA,"1.8","right","2024-06-01","Charlotte FC","2027-12-31",3800000,"https://www.transfermarkt.com/enzo-copetti/profil/spieler/504254"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","11","Sebastián Ferreira","Centre-Forward",1998-02-13,26,"Paraguay",NA,"1.8","right","2025-01-21","Houston Dynamo FC","2025-12-31",1500000,"https://www.transfermarkt.com/sebastian-ferreira/profil/spieler/401727"
"Torneo Apertura",NA,"Argentina",2024,"CA Rosario Central","44","Agustín Módica","Centre-Forward",2003-01-12,22,"Italy",NA,"1.87","right","2024-01-01","CA Rosario Central II","2027-12-31",1500000,"https://www.transfermarkt.com/agustin-modica/profil/spieler/1184570"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","1","Facundo Altamirano","Goalkeeper",1996-03-21,28,"Argentina",NA,"1.89","right","2024-01-01","CA Banfield","2026-12-31",1500000,"https://www.transfermarkt.com/facundo-altamirano/profil/spieler/362358"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","25","José Devecchi","Goalkeeper",1995-07-09,29,"Argentina",NA,"1.89","right","2018-01-01","CA San Lorenzo de Almagro II","2026-12-31",1200000,"https://www.transfermarkt.com/jose-devecchi/profil/spieler/282684"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","12","Orlando Gill","Goalkeeper",2000-06-11,24,"Paraguay",NA,"1.98","left","2024-01-01","Club Sportivo San Lorenzo","2027-12-31",NA,"https://www.transfermarkt.com/orlando-gill/profil/spieler/643259"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","23","Gastón Hernández","Centre-Back",1998-01-19,27,"Argentina",NA,"1.85","right","2022-01-01","CA San Lorenzo de Almagro II","2027-12-31",3800000,"https://www.transfermarkt.com/gaston-hernandez/profil/spieler/665277"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","4","Johan Romaña","Centre-Back",1998-09-13,26,"Colombia",NA,"1.85","right","2024-01-08","Austin FC","2026-12-31",3e+06,"https://www.transfermarkt.com/johan-romana/profil/spieler/741963"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","-","Agustín Lamosa","Centre-Back",2001-10-17,23,"Argentina",NA,"1.82","right","2022-01-01","CA San Lorenzo de Almagro II",NA,3e+05,"https://www.transfermarkt.com/agustin-lamosa/profil/spieler/896537"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","16","Nery Domínguez","Centre-Back",1990-04-09,34,"Argentina",NA,"1.84","right","2025-01-24","CA Lanús","2025-12-31",3e+05,"https://www.transfermarkt.com/nery-dominguez/profil/spieler/267413"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","-","Diego Calcaterra","Centre-Back",2001-07-26,23,"Argentina",NA,"1.89","right","2022-07-01","CA Newell's Old Boys",NA,2e+05,"https://www.transfermarkt.com/diego-calcaterra/profil/spieler/844744"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","36","Daniel Herrera","Centre-Back",2004-02-06,21,"Argentina",NA,"1.81","right","2024-07-01","CA San Lorenzo de Almagro II","2026-12-31",75000,"https://www.transfermarkt.com/daniel-herrera/profil/spieler/1250374"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","-","Máximo Masino","Centre-Back",2002-01-27,23,"Argentina",NA,"1.82","right","2024-01-01","CA San Lorenzo de Almagro II","2025-12-31",25000,"https://www.transfermarkt.com/maximo-masino/profil/spieler/1221373"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","51","Maximiliano Zelaya","Centre-Back",1997-03-04,27,"Argentina",NA,NA," ","2024-02-04","Club Sportivo San Lorenzo","2027-12-31",NA,"https://www.transfermarkt.com/maximiliano-zelaya/profil/spieler/902444"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","21","Malcom Braida","Left-Back",1997-05-17,27,"Argentina",NA,"1.75","right","2022-01-17","Instituto ACC","2026-12-31",3500000,"https://www.transfermarkt.com/malcom-braida/profil/spieler/552185"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","37","Elías Báez","Left-Back",2004-10-18,20,"Argentina",NA,"1.75"," ","2024-01-01","CA San Lorenzo de Almagro II","2027-12-31",7e+05,"https://www.transfermarkt.com/elias-baez/profil/spieler/1160854"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","24","Nicolás Tripichio","Right-Back",1996-01-05,29,"Argentina",NA,"1.76","right","2024-07-17","Defensa y Justicia","2027-12-31",1500000,"https://www.transfermarkt.com/nicolas-tripichio/profil/spieler/275614"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","30","Nahuel Arias","Right-Back",2005-01-02,20,"Argentina",NA,"1.77","right","2024-01-01","CA San Lorenzo de Almagro II","2026-12-31",6e+05,"https://www.transfermarkt.com/nahuel-arias/profil/spieler/1131419"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","32","Ezequiel Herrera","Right-Back",2003-01-22,22,"Argentina",NA,"1.8"," ","2024-01-01","CA San Lorenzo de Almagro II",NA,175000,"https://www.transfermarkt.com/ezequiel-herrera/profil/spieler/966316"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","-","Fabricio López","Right-Back",2002-11-21,22,"Argentina",NA,"1.79","right","2024-06-26","Club Deportivo Armenio","2025-12-31",50000,"https://www.transfermarkt.com/fabricio-lopez/profil/spieler/1123346"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","-","Agustín Peralta Bauer","Right-Back",2000-02-12,24,"Argentina",NA,"1.67","right","2023-01-01","CA San Lorenzo de Almagro II",NA,25000,"https://www.transfermarkt.com/agustin-peralta-bauer/profil/spieler/852746"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","5","Elián Irala","Defensive Midfield",2004-07-06,20,"Argentina",NA,"1.76","right","2023-01-01","CA San Lorenzo de Almagro II","2027-12-31",5500000,"https://www.transfermarkt.com/elian-irala/profil/spieler/1037802"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","15","Emanuel Cecchini","Defensive Midfield",1996-12-24,28,"Argentina",NA,"1.79","right","2025-01-03","Audax Italiano","2025-12-31",5e+05,"https://www.transfermarkt.com/emanuel-cecchini/profil/spieler/324946"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","-","Francisco Perruzzi","Central Midfield",2001-02-09,23,"Argentina",NA,"1.77","right","2022-07-01","CA San Lorenzo de Almagro II","2026-12-31",450000,"https://www.transfermarkt.com/francisco-perruzzi/profil/spieler/963139"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","19","Manuel Insaurralde","Central Midfield",1999-01-31,26,"Argentina",NA,"1.76","right","2018-07-01","CA San Lorenzo de Almagro II","2026-12-31",2e+05,"https://www.transfermarkt.com/manuel-insaurralde/profil/spieler/627237"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","80","Iker Muniain","Attacking Midfield",1992-12-19,32,"Spain",NA,"1.69","right","2024-09-06","Athletic Bilbao","2025-12-31",4500000,"https://www.transfermarkt.com/iker-muniain/profil/spieler/54235"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","26","Juan Cruz Vega","Attacking Midfield",1998-06-09,26,"Argentina",NA,"1.65","right","2024-08-23","CA Argentino (Rosario)","2025-12-31",NA,"https://www.transfermarkt.com/juan-cruz-vega/profil/spieler/1307785"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","11","Matías Reali","Right Winger",1997-11-14,27,"Argentina",NA,"1.65","both","2024-07-01","CS Independiente Rivadavia","2027-12-31",2e+06,"https://www.transfermarkt.com/matias-reali/profil/spieler/984692"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","7","Ezequiel Cerutti","Right Winger",1992-01-17,33,"Argentina",NA,"1.69","right","2019-07-01","Al-Hilal SFC","2025-12-31",2e+05,"https://www.transfermarkt.com/ezequiel-cerutti/profil/spieler/267882"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","-","Juan Ignacio Goyeneche","Right Winger",2001-01-31,24,"Argentina",NA,"1.7","right","2024-01-01","CA San Lorenzo de Almagro II","2026-12-31",NA,"https://www.transfermarkt.com/juan-ignacio-goyeneche/profil/spieler/1012627"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","9","Andrés Vombergar","Centre-Forward",1994-11-20,30,"Slovenia",NA,"1.88","right","2024-07-19","Kalba FC","2025-12-31",2300000,"https://www.transfermarkt.com/andres-vombergar/profil/spieler/486926"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","28","Alexis Cuello","Centre-Forward",2000-02-18,24,"Argentina",NA,"1.74","right","2025-01-01","Club Almagro","2027-12-31",2e+06,"https://www.transfermarkt.com/alexis-cuello/profil/spieler/636783"
"Torneo Apertura",NA,"Argentina",2024,"CA San Lorenzo de Almagro","99","Jaime Peralta","Centre-Forward",2005-01-31,20,"Colombia",NA,NA,"right","2025-01-31","Cúcuta Deportivo","2025-12-31",4e+05,"https://www.transfermarkt.com/jaime-peralta/profil/spieler/1157809"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","1","Ignacio Chicco","Goalkeeper",1996-06-30,28,"Argentina",NA,"1.84","left","2024-01-15","CA Colón","2026-12-31",1e+06,"https://www.transfermarkt.com/ignacio-chicco/profil/spieler/503329"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","25","Juan Espínola","Goalkeeper",1994-11-02,30,"Paraguay",NA,"1.85","right","2024-08-08","Olimpia Asunción","2025-06-30",8e+05,"https://www.transfermarkt.com/juan-espinola/profil/spieler/532557"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","23","Manuel Vicentini","Goalkeeper",1990-08-29,34,"Argentina",NA,"1.87","right","2023-01-02","CA Sarmiento (Junin)","2025-12-31",2e+05,"https://www.transfermarkt.com/manuel-vicentini/profil/spieler/239697"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","28","Matías Daniele","Goalkeeper",2004-01-02,21,"Argentina",NA,"1.95","right","2024-01-01","CA Belgrano II","2026-12-31",NA,"https://www.transfermarkt.com/matias-daniele/profil/spieler/1225348"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","37","Mariano Troilo","Centre-Back",2003-06-28,21,"Argentina",NA,"1.94","both","2024-01-01","CA Belgrano II","2026-12-31",2500000,"https://www.transfermarkt.com/mariano-troilo/profil/spieler/1159864"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","6","Fausto Grillo","Centre-Back",1993-02-20,31,"Argentina",NA,"1.83","left","2025-01-17","CD Universidad Católica","2026-12-31",8e+05,"https://www.transfermarkt.com/fausto-grillo/profil/spieler/323422"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","13","Nicolás Meriano","Centre-Back",2000-11-09,24,"Argentina",NA,"1.9","left","2023-01-01","CA Belgrano II","2026-12-31",8e+05,"https://www.transfermarkt.com/nicolas-meriano/profil/spieler/941511"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","2","Aníbal Leguizamón","Centre-Back",1992-01-10,33,"Argentina",NA,"1.86","both","2024-08-22","CS Emelec","2026-12-31",550000,"https://www.transfermarkt.com/anibal-leguizamon/profil/spieler/610333"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","-","Agustín Dattola","Centre-Back",1999-04-20,25,"Argentina",NA,"1.9","right","2025-01-31","Club Almirante Brown","2025-12-31",4e+05,"https://www.transfermarkt.com/agustin-dattola/profil/spieler/865490"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","-","Elías Calderón","Centre-Back",2001-02-04,24,"Argentina",NA,"1.86","right","2023-01-01","CA Belgrano II","2025-12-31",3e+05,"https://www.transfermarkt.com/elias-calderon/profil/spieler/1115519"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","45","Agustin Baldi","Centre-Back",2002-05-11,22,"Argentina",NA,"1.85","left","2024-02-02","Club Atlético Tigre","2026-12-31",3e+05,"https://www.transfermarkt.com/agustin-baldi/profil/spieler/697644"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","33","Tobias Ostchega","Left-Back",1998-08-25,26,"Argentina",NA,"1.76","left","2022-01-01","CA Belgrano II","2025-12-31",5e+05,"https://www.transfermarkt.com/tobias-ostchega/profil/spieler/495109"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","4","Elías López","Right-Back",2000-07-08,24,"Argentina",NA,"1.78","right","2025-01-03","CA Sarmiento (Junin)",NA,6e+05,"https://www.transfermarkt.com/elias-lopez/profil/spieler/491691"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","19","Facundo Quignón","Defensive Midfield",1993-05-02,31,"Argentina",NA,"1.78","left","2024-01-23","FC Dallas","2025-12-31",1200000,"https://www.transfermarkt.com/facundo-quignon/profil/spieler/131218"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","34","Gerónimo Heredia","Defensive Midfield",2005-02-09,19,"Argentina",NA,"1.78","right","2024-01-01","CA Belgrano II","2027-12-31",5e+05,"https://www.transfermarkt.com/geronimo-heredia/profil/spieler/1173433"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","17","Tiago Cravero","Defensive Midfield",2002-10-03,22,"Argentina",NA,"1.74","right","2024-01-01","CA Belgrano II","2025-12-31",250000,"https://www.transfermarkt.com/tiago-cravero/profil/spieler/891681"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","15","Lucas Menossi","Central Midfield",1992-07-11,32,"Argentina",NA,"1.69","right","2024-08-21","CD Universidad Católica","2025-12-31",550000,"https://www.transfermarkt.com/lucas-menossi/profil/spieler/225481"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","16","Tomás Castro","Central Midfield",2002-09-03,22,"Argentina",NA,"1.76"," ","2024-01-01","CA Belgrano II","2026-12-31",2e+05,"https://www.transfermarkt.com/tomas-castro/profil/spieler/1144706"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","8","Gabriel Compagnucci","Right Midfield",1991-08-29,33,"Argentina",NA,"1.79","right","2024-07-01","FC U Craiova 1948","2025-12-31",250000,"https://www.transfermarkt.com/gabriel-compagnucci/profil/spieler/538608"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","10","Lucas Zelarayán","Attacking Midfield",1992-06-20,32,"Armenia",NA,"1.73","right","2025-01-01","Al-Fateh SC","2027-12-31",3500000,"https://www.transfermarkt.com/lucas-zelarayan/profil/spieler/230030"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","11","Francisco González Metilli","Attacking Midfield",1997-03-29,27,"Argentina",NA,"1.75","left","2024-01-06","AA Argentinos Juniors","2026-12-31",2200000,"https://www.transfermarkt.com/francisco-gonzalez-metilli/profil/spieler/442679"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","42","Jeremías Lucco","Attacking Midfield",2005-12-10,19,"Argentina",NA,"1.72","right","2024-01-01","CA Belgrano II","2026-12-31",250000,"https://www.transfermarkt.com/jeremias-lucco/profil/spieler/1173444"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","32","Julián Mavilla","Attacking Midfield",2000-04-27,24,"Argentina",NA,"1.8","left","2025-01-03","Sportivo AC (Las Parejas)","2027-12-31",125000,"https://www.transfermarkt.com/julian-mavilla/profil/spieler/1144681"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","7","Bryan Reyna","Left Winger",1998-08-23,26,"Peru",NA,"1.72","right","2024-01-30","Club Alianza Lima","2026-12-31",2500000,"https://www.transfermarkt.com/bryan-reyna/profil/spieler/440312"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","53","Juan Velázquez","Left Winger",2004-11-19,20,"Argentina",NA,"1.77","left","2024-07-01","CA Belgrano II","2027-12-31",2500000,"https://www.transfermarkt.com/juan-velazquez/profil/spieler/1264273"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","12","Ulises Sánchez","Right Winger",1998-06-26,26,"Argentina",NA,"1.69","right","2019-07-23","CA Belgrano II","2026-12-31",4200000,"https://www.transfermarkt.com/ulises-sanchez/profil/spieler/724220"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","22","Nicolás Fernández","Centre-Forward",1996-02-08,28,"Argentina",NA,"1.66","right","2024-07-15","Defensa y Justicia","2027-12-31",4800000,"https://www.transfermarkt.com/nicolas-fernandez/profil/spieler/333921"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","9","Lucas Passerini","Centre-Forward",1994-07-16,30,"Argentina",NA,"1.89","right","2023-08-12","Unión La Calera","2026-12-31",3e+06,"https://www.transfermarkt.com/lucas-passerini/profil/spieler/334586"
"Torneo Apertura",NA,"Argentina",2024,"Club Atlético Belgrano","29","Franco Jara","Centre-Forward",1988-07-15,36,"Argentina",NA,"1.81","right","2023-01-11","FC Dallas","2025-12-31",2e+05,"https://www.transfermarkt.com/franco-jara/profil/spieler/75035"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","33","Rodrigo Rey","Goalkeeper",1991-03-08,33,"Argentina",NA,"1.9","right","2023-01-01","Club de Gimnasia y Esgrima La Plata","2026-12-31",1800000,"https://www.transfermarkt.com/rodrigo-rey/profil/spieler/166591"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","1","Joaquín Blázquez","Goalkeeper",2001-01-28,24,"Argentina",NA,"1.93","right","2025-01-14","CA Talleres","2025-12-31",225000,"https://www.transfermarkt.com/joaquin-blazquez/profil/spieler/668996"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","13","Manuel Tasso","Goalkeeper",2001-03-05,23,"Argentina",NA,"1.83"," ","2023-01-01","CA Independiente II","2026-12-31",NA,"https://www.transfermarkt.com/manuel-tasso/profil/spieler/1103405"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","26","Kevin Lomónaco","Centre-Back",2002-01-08,23,"Argentina",NA,"1.92","right","2024-08-09","Red Bull Bragantino","2025-06-30",4e+06,"https://www.transfermarkt.com/kevin-lomonaco/profil/spieler/661136"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","6","Nicolás Freire","Centre-Back",1994-02-18,30,"Argentina",NA,"1.87","left","2025-01-01","UNAM Pumas","2025-12-31",2e+06,"https://www.transfermarkt.com/nicolas-freire/profil/spieler/266809"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","32","Franco Paredes","Centre-Back",1999-03-18,25,"Argentina",NA,"1.76","right","2025-01-27","CA River Plate","2027-12-31",1e+06,"https://www.transfermarkt.com/franco-paredes/profil/spieler/749016"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","36","Sebastián Valdez","Centre-Back",1995-11-06,29,"Argentina",NA,"1.91","right","2025-01-04","CA Central Córdoba (SdE)","2027-12-31",450000,"https://www.transfermarkt.com/sebastian-valdez/profil/spieler/538374"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","-","Fernando Da Rosa","Centre-Back",2001-04-02,23,"Argentina",NA,"1.81","left","2023-01-01","CA Independiente II","2026-12-31",75000,"https://www.transfermarkt.com/fernando-da-rosa/profil/spieler/1108151"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","77","Alvaro Angulo","Left-Back",1997-03-06,27,"Colombia",NA,"1.77","left","2025-01-15","Atlético Nacional","2027-12-31",1200000,"https://www.transfermarkt.com/alvaro-angulo/profil/spieler/366324"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","3","Adrián Spörle","Left-Back",1995-07-13,29,"Argentina",NA,"1.82","left","2024-01-01","Arsenal FC","2025-12-31",250000,"https://www.transfermarkt.com/adrian-sporle/profil/spieler/440371"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","4","Federico Vera","Right-Back",1998-03-24,26,"Argentina",NA,"1.78","right","2024-08-09","CA Unión (Santa Fe)","2027-12-31",1200000,"https://www.transfermarkt.com/federico-vera/profil/spieler/829967"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","35","Santiago Salle","Right-Back",2004-06-04,20,"Argentina",NA,"1.85","right","2023-01-01","Club Atlético Independiente U20","2027-12-31",3e+05,"https://www.transfermarkt.com/santiago-salle/profil/spieler/1108153"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","21","David Martínez","Defensive Midfield",2004-06-14,20,"Argentina",NA,"1.7"," ","2024-01-01","CA Independiente II","2027-12-31",1500000,"https://www.transfermarkt.com/david-martinez/profil/spieler/1123368"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","20","Rodrigo Fernández Cedrés","Defensive Midfield",1996-01-03,29,"Uruguay",NA,"1.74","right","2025-01-20","Santos FC","2025-12-31",1200000,"https://www.transfermarkt.com/rodrigo-fernandez-cedres/profil/spieler/458047"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","23","Iván Marcone","Defensive Midfield",1990-06-03,34,"Argentina",NA,"1.83","right","2022-06-18","Elche CF","2026-12-31",8e+05,"https://www.transfermarkt.com/ivan-marcone/profil/spieler/90451"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","5","Felipe Loyola","Central Midfield",2000-11-09,24,"Chile",NA,"1.8","right","2024-08-10","Huachipato FC","2028-06-30",3e+06,"https://www.transfermarkt.com/felipe-loyola/profil/spieler/843286"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","8","Pablo Galdames","Central Midfield",1996-12-30,28,"Chile",NA,"1.76","right","2025-01-03","Clube de Regatas Vasco da Gama","2026-12-31",1500000,"https://www.transfermarkt.com/pablo-galdames/profil/spieler/313830"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","11","Federico Mancuello","Central Midfield",1989-03-26,35,"Argentina",NA,"1.77","left","2023-08-09","Puebla FC","2025-12-31",350000,"https://www.transfermarkt.com/federico-mancuello/profil/spieler/96313"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","14","Lautaro Millán","Right Midfield",2005-08-16,19,"Argentina",NA,"1.69","right","2024-07-01","CA Independiente II","2026-12-31",350000,"https://www.transfermarkt.com/lautaro-millan/profil/spieler/1240381"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","10","Luciano Cabral","Attacking Midfield",1995-04-26,29,"Chile",NA,"1.72","right","2025-01-01","Club León FC","2027-12-31",1800000,"https://www.transfermarkt.com/luciano-cabral/profil/spieler/322610"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","22","Braian Martínez","Left Winger",1999-08-18,25,"Argentina",NA,"1.6","right","2019-07-01","CA Independiente II","2026-12-31",1e+06,"https://www.transfermarkt.com/braian-martinez/profil/spieler/739995"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","27","Diego Tarzia","Left Winger",2003-04-26,21,"Argentina",NA,"1.74","left","2024-01-01","CA Independiente II","2026-12-31",7e+05,"https://www.transfermarkt.com/diego-tarzia/profil/spieler/1225755"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","7","Santiago Montiel","Right Winger",2000-11-22,24,"Argentina",NA,"1.66","left","2024-08-14","AA Argentinos Juniors","2027-12-31",3500000,"https://www.transfermarkt.com/santiago-montiel/profil/spieler/974336"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","-","Lucas Román","Right Winger",2004-02-10,20,"Italy",NA,"1.6","left","2025-02-02","FC Barcelona Atlètic","2027-12-31",3e+05,"https://www.transfermarkt.com/lucas-roman/profil/spieler/990202"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","34","Matías Giménez","Centre-Forward",1999-03-06,25,"Argentina",NA,"1.85","left","2023-01-02","CA San Martín (San Juan)","2026-12-31",2500000,"https://www.transfermarkt.com/matias-gimenez/profil/spieler/656112"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","9","Gabriel Ávalos","Centre-Forward",1990-10-12,34,"Paraguay",NA,"1.9","right","2024-01-01","AA Argentinos Juniors","2026-12-31",1200000,"https://www.transfermarkt.com/gabriel-avalos/profil/spieler/358418"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","16","Santiago Hidalgo","Centre-Forward",2005-02-17,19,"Argentina",NA,"1.74","left","2023-07-01","CA Independiente II","2025-12-31",1e+06,"https://www.transfermarkt.com/santiago-hidalgo/profil/spieler/989574"
"Torneo Apertura",NA,"Argentina",2024,"CA Independiente","18","Ignacio Maestro Puch","Centre-Forward",2003-08-13,21,"Argentina",NA,"1.76","right","2024-01-01","Club Atlético Tucumán","2025-12-31",1e+06,"https://www.transfermarkt.com/ignacio-maestro-puch/profil/spieler/853278"
